TimeSeconds,RPM,SpeedMPH,Gear,CommandedGear,AppliedGear,GearRatio,FaultGate
1.25,2846.08894962581,22.2769945526354,1,1,1,2.393,0
1.26,2854.26635904997,22.4006101718783,1,1,1,2.393,0
1.27,2862.49198931083,22.5236829069839,1,1,1,2.393,0
1.28,2870.72743429765,22.6463655604493,1,1,1,2.393,0
1.29,2878.96078530599,22.768676784809,1,1,1,2.393,0
1.3,2887.18316187836,22.890629002568,1,1,1,2.393,0
1.31,2895.3877881425,23.0122320660812,1,1,1,2.393,0
1.32,2903.86258285814,23.1333781728365,1,1,1,2.393,0
1.33,2912.64481272652,23.2541074508928,1,1,1,2.393,0
1.34,2921.6455160928,23.3745062881765,1,1,1,2.393,0
1.35,2930.79960353479,23.494637958877,1,1,1,2.393,0
1.36,2940.0592966455,23.6145489830301,1,1,1,2.393,0
1.37,2949.37978995605,23.7342788064715,1,1,1,2.393,0
1.38,2958.70930488666,23.8538642115742,1,1,1,2.393,0
1.39,2968.03676995373,23.9733159521214,1,1,1,2.393,0
1.4,2977.35486696169,24.0926416209225,1,1,1,2.393,0
1.41,2986.65815773237,24.211846964205,1,1,1,2.393,0
1.42,2995.94260820707,24.3309363487703,1,1,1,2.393,0
1.43,3005.26062771575,24.4498527287175,1,1,1,2.393,0
1.44,3014.88215119698,24.5682977375089,1,1,1,2.393,0
1.45,3024.75360056987,24.6863204077111,1,1,1,2.393,0
1.46,3034.7861557041,24.8040107284631,1,1,1,2.393,0
1.47,3044.91934305921,24.9214301009276,1,1,1,2.393,0
1.48,3055.11182585106,25.0386206387234,1,1,1,2.393,0
1.49,3065.33526183195,25.1556113653921,1,1,1,2.393,0
1.5,3075.57017396283,25.2724223779231,1,1,1,2.393,0
1.51,3085.83984486213,25.389040869755,1,1,1,2.393,0
1.52,3096.25046074819,25.5053995458805,1,1,1,2.393,0
1.53,3106.75623976208,25.6215464823614,1,1,1,2.393,0
1.54,3117.31538733357,25.7375222227323,1,1,1,2.393,0
1.55,3127.90050050957,25.8533534345385,1,1,1,2.393,0
1.56,3138.49356101672,25.9690577380396,1,1,1,2.393,0
1.57,3149.08269701568,26.0846468285368,1,1,1,2.393,0
1.58,3159.66007732774,26.2001285064068,1,1,1,2.393,0
1.59,3170.22053592856,26.3155080029258,1,1,1,2.393,0
1.6,3180.76066999619,26.4307888495194,1,1,1,2.393,0
1.61,3191.29820630587,26.5459533802593,1,1,1,2.393,0
1.62,3201.91059264487,26.6609231868282,1,1,1,2.393,0
1.63,3212.58461374273,26.7757223926878,1,1,1,2.393,0
1.64,3223.293945725,26.8903823247019,1,1,1,2.393,0
1.65,3234.01758749706,27.0049235591349,1,1,1,2.393,0
1.66,3244.74200719304,27.1193594198478,1,1,1,2.393,0
1.67,3255.4584696587,27.2336985734824,1,1,1,2.393,0
1.68,3266.16133125616,27.3479466851047,1,1,1,2.393,0
1.69,3276.84694730951,27.4621074788892,1,1,1,2.393,0
1.7,3287.51296952361,27.5761834201327,1,1,1,2.393,0
1.71,3298.15789268977,27.6901761552369,1,1,1,2.393,0
1.72,3308.78076133347,27.8040867964184,1,1,1,2.393,0
1.73,3319.38097932147,27.9179161064767,1,1,1,2.393,0
1.74,3329.95818595005,28.0316646190357,1,1,1,2.393,0
1.75,3340.512175085,28.1453327170027,1,1,1,2.393,0
1.76,3351.04284225797,28.2589206838985,1,1,1,2.393,0
1.77,3361.55014996561,28.3724287375241,1,1,1,2.393,0
1.78,3372.03410485163,28.4858570520994,1,1,1,2.393,0
1.79,3382.49474266614,28.5992057728552,1,1,1,2.393,0
1.8,3392.93211832772,28.7124750256766,1,1,1,2.393,0
1.81,3403.34629934192,28.82566492349,1,1,1,2.393,0
1.82,3413.73736143268,28.9387755705041,1,1,1,2.393,0
1.83,3424.10538563648,29.0518070650319,1,1,1,2.393,0
1.84,3434.45045636545,29.164759501374,1,1,1,2.393,0
1.85,3444.77813349025,29.2776274159557,1,1,1,2.393,0
1.86,3455.29305994029,29.3902017866509,1,1,1,2.393,0
1.87,3466.0348088027,29.5024380251026,1,1,1,2.393,0
1.88,3476.89944104658,29.6144384786745,1,1,1,2.393,0
1.89,3487.8269518519,29.7262623017587,1,1,1,2.393,0
1.9,3498.78249481625,29.8379439192121,1,1,1,2.393,0
1.91,3509.74574278905,29.9495034861127,1,1,1,2.393,0
1.92,3520.704797925,30.0609528739369,1,1,1,2.393,0
1.93,3531.65268002037,30.172299121876,1,1,1,2.393,0
1.94,3542.58528996437,30.2835464381271,1,1,1,2.393,0
1.95,3553.50022305372,30.3946973658963,1,1,1,2.393,0
1.96,3564.39607463945,30.5057534655742,1,1,1,2.393,0
1.97,3575.27203230334,30.6167157153649,1,1,1,2.393,0
1.98,3586.12763547003,30.7275847474084,1,1,1,2.393,0
1.99,3596.96263322778,30.8383609874236,1,1,1,2.393,0
2,3607.75364001672,30.9490425678512,1,1,1,2.393,0
2.01,3618.4495240633,31.0596059365083,1,1,1,2.393,0
2.02,3629.07377759794,31.1700265047577,1,1,1,2.393,0
2.03,3639.64221208167,31.2802896456457,1,1,1,2.393,0
2.04,3650.16443253435,31.3903867041724,2,2,2,1.45,0
2.05,3496.13973253982,31.6312201618654,2,2,2,1.45,0
2.06,3370.3953667786,31.841888275216,2,2,2,1.45,0
2.07,3268.08853468196,32.0282221238137,2,2,2,1.45,0
2.08,3184.15291641517,32.1957555935388,2,2,2,1.45,0
2.09,3114.8856131082,32.3485414041242,2,2,2,1.45,0
2.1,3057.43448443125,32.4895962196375,2,2,2,1.45,0
2.11,3009.81785483355,32.6210053797385,2,2,2,1.45,0
2.12,2970.65393268453,32.7442539312189,2,2,2,1.45,0
2.13,2938.36034781071,32.8608984292434,2,2,2,1.45,0
2.14,2911.6846212278,32.9721525124134,2,2,2,1.45,0
2.15,2889.63301547328,33.078967597783,2,2,2,1.45,0
2.16,2871.40864612357,33.1820984766853,2,2,2,1.45,0
2.17,2856.36666490358,33.282150115763,2,2,2,1.45,0
2.18,2843.98119856811,33.3796116915416,2,2,2,1.45,0
2.19,2833.82055216236,33.4748817698358,2,2,2,1.45,0
2.2,2825.52833209811,33.5682872251767,2,2,2,1.45,0
2.21,2818.80888265418,33.6600976574413,2,2,2,1.45,0
2.22,2813.41591490679,33.7505365176477,2,2,2,1.45,0
2.23,2809.14353253075,33.8397897931319,2,2,2,1.45,0
2.24,2805.81908100821,33.9280128579773,2,2,2,1.45,0
2.25,2803.29740084819,34.015335926786,2,2,2,1.45,0
2.26,2801.45617392572,34.1018684329148,2,2,2,1.45,0
2.27,2800.20031128847,34.1876968773924,2,2,2,1.45,0
2.28,2799.51205854298,34.2728511292508,2,2,2,1.45,0
2.29,2799.31810238414,34.3573986050358,2,2,2,1.45,0
2.3,2799.53872684854,34.4414099201392,2,2,2,1.45,0
2.31,2800.10717216056,34.5249441844071,2,2,2,1.45,0
2.32,2800.97199622491,34.6080454487079,2,2,2,1.45,0
2.33,2802.18735233326,34.6906619521121,2,2,2,1.45,0
2.34,2803.72161354235,34.7728199738745,2,2,2,1.45,0
2.35,2805.51418637544,34.8545724433781,2,2,2,1.45,0
2.36,2807.5158219016,34.9359624119271,2,2,2,1.45,0
2.37,2809.6864433471,35.0170249647604,2,2,2,1.45,0
2.38,2811.99340474424,35.0977887480608,2,2,2,1.45,0
2.39,2814.41009046356,35.1782771930537,2,2,2,1.45,0
2.4,2816.90768174413,35.258517803476,2,2,2,1.45,0
2.41,2819.46093324182,35.3385357187332,2,2,2,1.45,0
2.42,2822.05824469769,35.4183413748106,2,2,2,1.45,0
2.43,2824.69020729915,35.4979432982065,2,2,2,1.45,0
2.44,2827.34909199825,35.5773485861642,2,2,2,1.45,0
2.45,2830.0285487107,35.6565631635907,2,2,2,1.45,0
2.46,2832.7233599504,35.7355919931664,2,2,2,1.45,0
2.47,2835.4292388985,35.8144392473183,2,2,2,1.45,0
2.48,2838.14266378471,35.8931084490796,2,2,2,1.45,0
2.49,2840.86843610536,35.9716018310411,2,2,2,1.45,0
2.5,2843.63391971323,36.0499214475874,2,2,2,1.45,0
2.51,2846.43393864086,36.1280747603675,2,2,2,1.45,0
2.52,2849.26047707347,36.2060684523932,2,2,2,1.45,0
2.53,2852.10702972201,36.2839080158173,2,2,2,1.45,0
2.54,2854.96831643686,36.3615979775636,2,2,2,1.45,0
2.55,2857.84005125154,36.4391420817093,2,2,2,1.45,0
2.56,2860.71875533914,36.5165434370276,2,2,2,1.45,0
2.57,2863.60160543485,36.5938046364278,2,2,2,1.45,0
2.58,2866.48631092938,36.6709278537075,2,2,2,1.45,0
2.59,2869.37194121961,36.7479142626748,2,2,2,1.45,0
2.6,2872.29988487231,36.8247351418046,2,2,2,1.45,0
2.61,2875.28998303233,36.9013776584497,2,2,2,1.45,0
2.62,2878.3275245308,36.9778534763913,2,2,2,1.45,0
2.63,2881.40087672331,37.0541718834275,2,2,2,1.45,0
2.64,2884.50083711611,37.1303402934673,2,2,2,1.45,0
2.65,2887.62012318721,37.2063646410996,2,2,2,1.45,0
2.66,2890.75297044929,37.282249692079,2,2,2,1.45,0
2.67,2893.8948154532,37.3579992879278,2,2,2,1.45,0
2.68,2897.04204555272,37.4336165388236,2,2,2,1.45,0
2.69,2900.19180121158,37.5091039758371,2,2,2,1.45,0
2.7,2903.34181970967,37.5844636711777,2,2,2,1.45,0
2.71,2906.49031149997,37.659697333234,2,2,2,1.45,0
2.72,2909.63143441125,37.7348241211117,2,2,2,1.45,0
2.73,2912.75939112903,37.8098688214552,2,2,2,1.45,0
2.74,2915.87535043352,37.8848311247555,2,2,2,1.45,0
2.75,2918.98033302331,37.9597105167756,2,2,2,1.45,0
2.76,2922.07516131743,38.0345066206534,2,2,2,1.45,0
2.77,2925.16049921893,38.1092191691327,2,2,2,1.45,0
2.78,2928.2368838606,38.1838479824073,2,2,2,1.45,0
2.79,2931.30475095628,38.2583929504369,2,2,2,1.45,0
2.8,2934.36445505152,38.3328540188313,2,2,2,1.45,0
2.81,2937.4162857044,38.4072311775774,2,2,2,1.45,0
2.82,2940.46048041839,38.4815244520358,2,2,2,1.45,0
2.83,2943.49723498226,38.555733895747,2,2,2,1.45,0
2.84,2946.5267117394,38.6298595846828,2,2,2,1.45,0
2.85,2949.62616627802,38.7038825804032,2,2,2,1.45,0
2.86,2952.85492358821,38.7777973990892,2,2,2,1.45,0
2.87,2956.17959136028,38.8516237616896,2,2,2,1.45,0
2.88,2959.57486452481,38.9253764944235,2,2,2,1.45,0
2.89,2963.02183858664,38.9990666782971,2,2,2,1.45,0
2.9,2966.50637598352,39.0727026054229,2,2,2,1.45,0
2.91,2970.01789471021,39.1462904880014,2,2,2,1.45,0
2.92,2973.54846811734,39.219834985088,2,2,2,1.45,0
2.93,2977.09215477047,39.2933395946765,2,2,2,1.45,0
2.94,2980.64449884302,39.366806945968,2,2,2,1.45,0
2.95,2984.20215718486,39.4402390175082,2,2,2,1.45,0
2.96,2987.7626206503,39.5136373001717,2,2,2,1.45,0
2.97,2991.32400566545,39.5870029190537,2,2,2,1.45,0
2.98,2994.88489819952,39.660336724707,2,2,2,1.45,0
2.99,2998.444236875,39.7336393614862,2,2,2,1.45,0
3,3002.00122533633,39.8069113187805,2,2,2,1.45,0
3.01,3005.55209779887,39.8801539930195,2,2,2,1.45,0
3.02,3009.08681998475,39.9533702895017,2,2,2,1.45,0
3.03,3012.60739788744,40.0265588391096,2,2,2,1.45,0
3.04,3016.11602105072,40.0997183782565,2,2,2,1.45,0
3.05,3019.61436097617,40.1728479501122,2,2,2,1.45,0
3.06,3023.10369500396,40.2459468311972,2,2,2,1.45,0
3.07,3026.58500044165,40.3190144756124,2,2,2,1.45,0
3.08,3030.05902611216,40.3920504726523,2,2,2,1.45,0
3.09,3033.52634675895,40.4650545145783,2,2,2,1.45,0
3.1,3036.98740443316,40.5380263721052,2,2,2,1.45,0
3.11,3040.44253999108,40.6109658757483,2,2,2,1.45,0
3.12,3043.89201707588,40.6838729016226,2,2,2,1.45,0
3.13,3047.33604038516,40.7567473606275,2,2,2,1.45,0
3.14,3050.77476959242,40.829589190205,2,2,2,1.45,0
3.15,3054.20832996119,40.9023983480579,2,2,2,1.45,0
3.16,3057.63682044146,40.9751748073573,2,2,2,1.45,0
3.17,3061.06031984855,41.0479185530869,2,2,2,1.45,0
3.18,3064.48882339802,41.1206230248447,2,2,2,1.45,0
3.19,3068.03128180587,41.1932156183919,2,2,2,1.45,0
3.2,3071.68296655957,41.2656972595035,2,2,2,1.45,0
3.21,3075.40936804654,41.3380890029275,2,2,2,1.45,0
3.22,3079.1864510853,41.4104055231263,2,2,2,1.45,0
3.23,3082.99744988789,41.4826570677425,2,2,2,1.45,0
3.24,3086.83065460005,41.5548508062272,2,2,2,1.45,0
3.25,3090.67787796962,41.6269917638026,2,2,2,1.45,0
3.26,3094.53339062679,41.6990834698253,2,2,2,1.45,0
3.27,3098.39318034546,41.7711284087601,2,2,2,1.45,0
3.28,3102.25443588751,41.8431283343602,2,2,2,1.45,0
3.29,3106.11518685429,41.9150844888445,2,2,2,1.45,0
3.3,3109.97405209542,41.9869977559832,2,2,2,1.45,0
3.31,3113.83006376574,42.0588687681347,2,2,2,1.45,0
3.32,3117.68254416372,42.1306979811606,2,2,2,1.45,0
3.33,3121.53101943786,42.2024857269058,2,2,2,1.45,0
3.34,3125.37515907148,42.2742322499964,2,2,2,1.45,0
3.35,3129.21473340908,42.345937733662,2,2,2,1.45,0
3.36,3133.04958382101,42.4176023178726,2,2,2,1.45,0
3.37,3136.87960172884,42.4892261120862,2,2,2,1.45,0
3.38,3140.70471384811,42.5608092042176,2,2,2,1.45,0
3.39,3144.52487179757,42.6323516669513,2,2,2,1.45,0
3.4,3148.34004477698,42.7038535621908,2,2,2,1.45,0
3.41,3152.15518558665,42.7753127344629,2,2,2,1.45,0
3.42,3156.01788139083,42.8467090711,2,2,2,1.45,0
3.43,3159.92406656406,42.9180472842171,2,2,2,1.45,0
3.44,3163.85802883552,42.9893365601485,2,2,2,1.45,0
3.45,3167.80923597186,43.0605830623581,2,2,2,1.45,0
3.46,3171.77061958241,43.1317909330737,2,2,2,1.45,0
3.47,3175.73743115092,43.2029629608927,2,2,2,1.45,0
3.48,3179.70647798699,43.2741010266392,2,2,2,1.45,0
3.49,3183.6756120867,43.3452064016187,2,2,2,1.45,0
3.5,3187.64338770462,43.4162799474156,2,2,2,1.45,0
3.51,3191.60883166374,43.4873222499049,2,2,2,1.45,0
3.52,3195.57128910993,43.5583337092407,2,2,2,1.45,0
3.53,3199.53031981933,43.6293146003489,2,2,2,1.45,0
3.54,3203.48796988069,43.700265268985,2,2,2,1.45,0
3.55,3207.44650310238,43.7711867281858,2,2,2,1.45,0
3.56,3211.40439117322,43.8420799272072,2,2,2,1.45,0
3.57,3215.36054871865,43.9129455136971,2,2,2,1.45,0
3.58,3219.31423947011,43.9837839308072,2,2,2,1.45,0
3.59,3223.26496424959,44.0545954828056,2,2,2,1.45,0
3.6,3227.2123850412,44.1253803795508,2,2,2,1.45,0
3.61,3231.15627347502,44.1961387666645,2,2,2,1.45,0
3.62,3235.09647584216,44.2668707460221,2,2,2,1.45,0
3.63,3239.03288931487,44.3375763896797,2,2,2,1.45,0
3.64,3242.96544576861,44.4082557493487,2,2,2,1.45,0
3.65,3246.89410076622,44.4789088628468,2,2,2,1.45,0
3.66,3250.81882605072,44.5495357584945,2,2,2,1.45,0
3.67,3254.73960442461,44.6201364581135,2,2,2,1.45,0
3.68,3258.65642625425,44.690710979074,2,2,2,1.45,0
3.69,3262.56928708143,44.7612593356931,2,2,2,1.45,0
3.7,3266.49554298319,44.8317709550436,2,2,2,1.45,0
3.71,3270.45656618904,44.9022325993151,2,2,2,1.45,0
3.72,3274.43967825005,44.9726517174905,2,2,2,1.45,0
3.73,3278.43601504008,45.0430335321622,2,2,2,1.45,0
3.74,3282.43974638841,45.1133814823549,2,2,2,1.45,0
3.75,3286.44703379446,45.1836978362999,2,2,2,1.45,0
3.76,3290.45534795361,45.2539840926504,2,2,2,1.45,0
3.77,3294.46302117982,45.3242412435926,2,2,2,1.45,0
3.78,3298.46895347677,45.3944699476261,2,2,2,1.45,0
3.79,3302.47241927486,45.464670643165,2,2,2,1.45,0
3.8,3306.47294021343,45.5348436233151,2,2,2,1.45,0
3.81,3310.47020130826,45.6049890851466,2,2,2,1.45,0
3.82,3314.46399565177,45.6751071621965,2,2,2,1.45,0
3.83,3318.45418789822,45.745197945929,2,2,2,1.45,0
3.84,3322.44069012918,45.8152614999194,2,2,2,1.45,0
3.85,3326.42344588631,45.8852978692372,2,2,2,1.45,0
3.86,3330.40241959765,45.9553070866607,2,2,2,1.45,0
3.87,3334.37758956885,46.0252891767947,2,2,2,1.45,0
3.88,3338.34894333311,46.0952441588036,2,2,2,1.45,0
3.89,3342.31647456324,46.1651720482259,2,2,2,1.45,0
3.9,3346.28018101906,46.2350728581801,2,2,2,1.45,0
3.91,3350.24006318185,46.3049466001669,2,2,2,1.45,0
3.92,3354.19612334503,46.374793284604,2,2,2,1.45,0
3.93,3358.14836500807,46.4446129211821,2,2,2,1.45,0
3.94,3362.09679247219,46.5144055191023,2,2,2,1.45,0
3.95,3366.04141057043,46.5841710872347,2,2,2,1.45,0
3.96,3369.98222448723,46.6539096342248,2,2,2,1.45,0
3.97,3373.91923963778,46.7236211685643,2,2,2,1.45,0
3.98,3377.85246158728,46.7933056986383,2,2,2,1.45,0
3.99,3381.78189599681,46.8629632327576,2,2,2,1.45,0
4,3385.70754858708,46.9325937791798,2,2,2,1.45,0
4.01,3389.6294251141,47.0021973461238,2,2,2,1.45,0
4.02,3393.54753135283,47.0717739417793,2,2,2,1.45,0
4.03,3397.46187308625,47.1413235743133,2,2,2,1.45,0
4.04,3401.37245609799,47.2108462518748,2,2,2,1.45,0
4.05,3405.27928616737,47.2803419825973,2,2,2,1.45,0
4.06,3409.18236906607,47.3498107746013,2,2,2,1.45,0
4.07,3413.08171055599,47.4192526359952,2,2,2,1.45,0
4.08,3416.97731638768,47.4886675748766,2,2,2,1.45,0
4.09,3420.86919229939,47.5580555993328,2,2,2,1.45,0
4.1,3424.75734401644,47.6274167174413,2,2,2,1.45,0
4.11,3428.64177725074,47.6967509372699,2,2,2,1.45,0
4.12,3432.52249770059,47.7660582668772,2,2,2,1.45,0
4.13,3436.39951105047,47.8353387143127,2,2,2,1.45,0
4.14,3440.27282297093,47.9045922876167,2,2,2,1.45,0
4.15,3444.1424391186,47.9738189948207,2,2,2,1.45,0
4.16,3448.00836513611,48.0430188439475,2,2,2,1.45,0
4.17,3451.8706066521,48.1121918430107,2,2,2,1.45,0
4.18,3455.72916928129,48.1813380000156,2,2,2,1.45,0
4.19,3459.58405862446,48.2504573229583,2,2,2,1.45,0
4.2,3463.43528026849,48.3195498198268,2,2,2,1.45,0
4.21,3467.28283978642,48.3886154986001,2,2,2,1.45,0
4.22,3471.12674273748,48.4576543672487,2,2,2,1.45,0
4.23,3474.96699466712,48.5266664337346,2,2,2,1.45,0
4.24,3478.8036011071,48.5956517060113,2,2,2,1.45,0
4.25,3482.63656757547,48.6646101920238,2,2,2,1.45,0
4.26,3486.46589957667,48.7335418997086,2,2,2,1.45,0
4.27,3490.29160260158,48.8024468369939,2,2,2,1.45,0
4.28,3494.11368212752,48.8713250117995,2,2,2,1.45,0
4.29,3497.93214361833,48.9401764320369,2,2,2,1.45,0
4.3,3501.74699252442,49.009001105609,2,2,2,1.45,0
4.31,3505.5582342828,49.0777990404109,2,2,2,1.45,0
4.32,3509.36587431715,49.146570244329,2,2,2,1.45,0
4.33,3513.16991803784,49.2153147252418,2,2,2,1.45,0
4.34,3516.97037084198,49.2840324910195,2,2,2,1.45,0
4.35,3520.7672381135,49.3527235495241,2,2,2,1.45,0
